Claim_ID,Age,Annual_Income,Policy_Tenure_Years,Claim_Amount,Number_of_Previous_Claims,Days_to_Report,Policy_Premium,Vehicle_Age,Num_Policy_Changes,Hospitalization_Days,Claim_History,Claim_Type,Incident_Type,Policy_Type,Documentation_Complete,Fraud
CLM005011,62,241590,6.3,107859,0,27,46877,5,1,4,Clean,Vehicle,Damage,Basic,Yes,0
CLM005012,46,149512,13.6,199698,0,6,41627,14,3,1,Frequent,Life,Accident,Standard,Yes,0
CLM005013,70,87543,14.6,179745,2,27,20912,11,0,17,Minor,Health,Damage,Standard,Yes,0
CLM005014,39,137979,5.2,132552,1,15,6786,17,1,13,Clean,Life,Damage,Premium,Yes,0
CLM005015,24,188271,7.1,89595,1,13,42184,19,0,30,Clean,Health,Accident,Premium,Yes,0
CLM005016,41,146644,1.0,243931,2,14,21782,11,2,20,Clean,Life,Theft,Standard,Yes,1
CLM005017,67,164179,3.6,269506,1,56,49152,10,1,13,Clean,Travel,Damage,Standard,Yes,1
CLM005018,34,97898,13.7,69438,2,58,36405,15,0,17,Clean,Property,Damage,Basic,Yes,1
CLM005019,77,209287,17.2,54299,1,60,13584,12,2,18,Minor,Vehicle,Accident,Standard,Yes,1
CLM005020,48,53755,17.2,71273,0,6,577,1,2,3,Frequent,Travel,Theft,Basic,No,0
CLM005021,36,44867,5.4,280768,1,35,47819,7,1,20,Frequent,Travel,Accident,Standard,Yes,1
CLM005022,53,65849,3.4,128918,1,6,13822,4,1,13,Clean,Life,Theft,Premium,Yes,0
CLM005023,32,70974,13.1,299898,0,56,43496,6,2,14,Clean,Health,Medical,Premium,Yes,1
CLM005024,52,49664,11.8,77870,0,36,45151,11,0,26,Clean,Travel,Theft,Standard,No,0
CLM005025,65,159361,14.7,257112,0,31,35516,17,2,19,Clean,Vehicle,Loss,Standard,Yes,1
CLM005026,24,233486,1.6,80626,2,9,42630,11,1,5,Clean,Property,Loss,Basic,No,0
CLM005027,78,210572,16.9,163875,3,55,20763,11,1,10,Clean,Property,Damage,Standard,Yes,1
CLM005028,47,50031,9.7,106576,1,56,8695,10,1,26,Frequent,Health,Damage,Standard,Yes,1
CLM005029,38,191093,4.9,276269,0,55,27210,10,0,5,Clean,Health,Medical,Standard,Yes,1
CLM005030,72,49747,3.6,165323,2,23,4530,19,0,18,Minor,Vehicle,Damage,Standard,Yes,1
CLM005031,49,142425,3.5,171206,2,25,21710,16,4,16,Clean,Health,Theft,Standard,No,1
CLM005032,47,29739,5.5,99618,3,21,12768,7,1,1,Minor,Vehicle,Medical,Basic,Yes,1
CLM005033,38,121391,14.0,78526,0,4,46094,8,1,20,Minor,Life,Accident,Premium,Yes,0
CLM005034,42,120996,6.6,165890,0,2,9717,8,1,14,Clean,Health,Damage,Standard,Yes,0
CLM005035,65,92865,6.8,35315,0,56,23048,1,1,3,Frequent,Property,Theft,Premium,Yes,1
CLM005036,60,104233,7.2,195999,1,5,16836,8,0,18,Clean,Health,Theft,Basic,No,1
CLM005037,44,166039,16.0,288716,2,16,19671,16,0,6,Clean,Travel,Accident,Premium,Yes,1
CLM005038,58,241882,4.1,114351,2,20,2392,11,4,23,Clean,Health,Accident,Standard,Yes,1
CLM005039,21,83984,4.7,263147,0,47,43684,7,1,13,Minor,Health,Loss,Standard,Yes,1
CLM005040,63,21428,11.3,61283,2,50,22074,0,1,30,Clean,Travel,Accident,Basic,Yes,0
CLM005041,48,246430,10.1,13389,1,2,19568,8,1,10,Clean,Travel,Loss,Standard,Yes,0
CLM005042,55,80322,17.1,35602,0,22,803,17,2,10,Minor,Health,Accident,Standard,Yes,0
CLM005043,41,172525,19.3,116317,3,30,39740,8,3,6,Clean,Travel,Accident,Standard,Yes,1
CLM005044,39,216120,18.5,235686,3,21,16205,3,2,16,Clean,Life,Medical,Basic,Yes,1
CLM005045,75,210101,18.2,87686,2,23,26861,12,0,8,Clean,Vehicle,Damage,Premium,Yes,0
CLM005046,25,231305,17.7,82658,1,35,20103,10,1,16,Clean,Travel,Theft,Basic,No,1
CLM005047,42,200073,19.6,62881,2,32,16405,5,0,0,Clean,Travel,Medical,Standard,Yes,1
CLM005048,25,168734,14.7,122539,3,15,11124,8,2,11,Clean,Travel,Damage,Basic,Yes,0
CLM005049,28,247452,13.9,106892,0,55,4446,14,2,12,Minor,Property,Accident,Standard,Yes,1
CLM005050,53,206025,17.4,17505,3,35,2688,8,0,16,Clean,Vehicle,Theft,Standard,Yes,0
CLM005051,52,227032,11.1,268613,3,15,661,6,0,12,Frequent,Travel,Accident,Standard,Yes,1
CLM005052,40,111458,11.6,284601,2,23,2957,7,1,15,Minor,Vehicle,Medical,Standard,Yes,1
CLM005053,72,166372,10.2,129936,2,8,39176,3,1,7,Minor,Life,Accident,Basic,Yes,0
CLM005054,29,146725,13.2,40322,4,32,17914,12,3,16,Minor,Health,Loss,Basic,Yes,1
CLM005055,27,115695,9.1,202545,0,59,1129,13,0,11,Minor,Travel,Accident,Basic,No,1
CLM005056,70,106763,9.7,121174,1,35,23720,6,0,15,Minor,Life,Accident,Standard,Yes,1
CLM005057,43,245767,7.5,5845,0,26,5960,6,1,18,Clean,Travel,Damage,Basic,Yes,0
CLM005058,48,114135,19.5,263335,0,58,3074,5,0,19,Clean,Vehicle,Loss,Basic,Yes,1
CLM005059,27,198741,7.4,70055,3,54,43512,13,1,1,Frequent,Health,Accident,Standard,Yes,1
CLM005060,79,222874,8.3,90479,3,14,21104,17,0,4,Minor,Life,Theft,Premium,Yes,1
CLM005061,76,125083,13.6,12477,2,42,3524,9,0,17,Minor,Property,Loss,Premium,Yes,0
CLM005062,26,157633,13.8,264749,0,48,9817,16,2,19,Minor,Property,Damage,Basic,Yes,1
CLM005063,29,212433,14.5,177944,2,52,20827,4,1,8,Clean,Property,Accident,Standard,Yes,1
CLM005064,25,48820,0.9,210897,1,0,48699,8,2,1,Minor,Life,Accident,Standard,Yes,0
CLM005065,39,96607,13.7,131776,1,27,39346,4,0,24,Clean,Property,Loss,Premium,Yes,0
CLM005066,55,203309,10.6,225667,0,47,27077,15,1,24,Minor,Travel,Damage,Standard,Yes,1
CLM005067,36,194049,3.8,273333,0,10,38421,5,0,0,Clean,Travel,Medical,Basic,Yes,0
CLM005068,31,149270,16.4,234531,0,43,36848,9,2,5,Clean,Property,Loss,Basic,Yes,1
CLM005069,68,78682,9.3,35069,0,31,8431,13,0,0,Minor,Travel,Loss,Basic,No,1
CLM005070,20,141435,1.5,41323,0,1,21694,3,3,5,Clean,Vehicle,Medical,Basic,Yes,1
CLM005071,58,31689,3.3,128667,5,44,42256,0,1,3,Minor,Vehicle,Loss,Basic,Yes,1
CLM005072,70,33500,3.0,90357,0,0,21272,4,1,18,Minor,Vehicle,Damage,Premium,Yes,0
CLM005073,48,85233,5.6,114754,1,58,41665,2,0,17,Frequent,Life,Theft,Basic,Yes,1
CLM005074,52,26781,7.6,235385,0,25,14126,8,0,3,Clean,Travel,Theft,Standard,Yes,1
CLM005075,29,36398,15.9,85970,2,60,17753,12,1,2,Clean,Life,Medical,Premium,Yes,1
CLM005076,22,154510,14.4,42683,4,11,15909,15,2,25,Clean,Life,Damage,Premium,Yes,0
CLM005077,55,117095,20.0,184779,2,34,27023,0,1,5,Minor,Vehicle,Damage,Standard,Yes,1
CLM005078,46,156360,11.4,37591,1,6,31386,13,0,18,Clean,Property,Accident,Basic,Yes,0
CLM005079,66,130473,6.7,159244,2,12,33810,4,1,13,Minor,Travel,Damage,Standard,Yes,1
CLM005080,18,185280,4.0,297133,0,3,43291,7,0,12,Minor,Travel,Accident,Basic,Yes,0
CLM005081,48,49018,19.8,243151,1,54,32026,7,0,4,Minor,Vehicle,Accident,Premium,Yes,1
CLM005082,24,77387,4.1,40431,1,40,30508,15,0,27,Clean,Vehicle,Theft,Basic,Yes,0
CLM005083,74,135952,5.5,37815,0,26,2480,18,1,22,Clean,Travel,Medical,Standard,Yes,0
CLM005084,21,26651,2.7,15490,0,13,44659,14,1,7,Minor,Health,Accident,Basic,No,0
CLM005085,57,93657,0.2,16355,0,24,5236,10,0,12,Clean,Health,Theft,Premium,Yes,0
CLM005086,53,33025,12.5,53187,0,37,42665,0,2,17,Minor,Travel,Accident,Basic,Yes,0
CLM005087,69,181658,10.4,32073,0,36,6148,16,2,19,Clean,Travel,Loss,Standard,No,1
CLM005088,52,78630,1.2,220572,0,52,45979,15,1,22,Clean,Vehicle,Medical,Basic,Yes,0
CLM005089,40,233176,3.0,114910,0,19,11717,4,0,5,Clean,Life,Medical,Standard,Yes,1
CLM005090,54,109514,11.1,272476,2,10,34516,9,1,26,Minor,Property,Damage,Standard,Yes,1
CLM005091,57,242399,5.7,10256,1,47,14408,14,3,26,Clean,Life,Accident,Premium,Yes,1
CLM005092,57,26044,10.7,219454,3,11,17878,10,2,12,Minor,Travel,Damage,Standard,Yes,1
CLM005093,56,72996,4.8,249693,2,46,6473,14,0,9,Clean,Life,Accident,Standard,Yes,0
CLM005094,66,182488,0.9,18343,2,28,25456,19,0,15,Clean,Travel,Theft,Basic,Yes,0
CLM005095,36,142132,15.9,81316,6,52,39766,6,2,29,Clean,Life,Medical,Premium,Yes,1
CLM005096,25,122590,6.3,167419,1,22,16131,4,1,27,Clean,Life,Damage,Basic,No,0
CLM005097,18,132264,12.3,35974,1,6,40398,0,1,22,Frequent,Vehicle,Medical,Premium,Yes,0
CLM005098,25,34105,6.4,188360,1,7,42398,8,3,21,Clean,Travel,Theft,Basic,Yes,0
CLM005099,53,167002,10.7,23340,1,29,28842,18,2,23,Clean,Property,Theft,Premium,No,1
CLM005100,55,156829,11.0,182623,1,60,32860,0,0,21,Clean,Life,Medical,Standard,Yes,1
CLM005101,51,217500,1.7,233099,2,40,9974,11,0,5,Clean,Travel,Medical,Premium,Yes,1
CLM005102,22,233672,8.1,274133,2,26,44083,12,0,20,Frequent,Property,Loss,Basic,Yes,1
CLM005103,21,106368,17.8,199863,0,43,30832,4,1,29,Clean,Vehicle,Medical,Standard,Yes,1
CLM005104,61,114999,6.3,280100,1,52,46457,10,1,8,Clean,Health,Theft,Premium,Yes,1
CLM005105,65,142796,10.2,17947,1,49,7063,2,1,29,Clean,Vehicle,Medical,Standard,No,1
CLM005106,78,43328,12.8,89469,1,17,1093,11,0,29,Clean,Vehicle,Damage,Standard,Yes,1
CLM005107,25,162545,9.4,14950,1,1,46415,1,1,3,Clean,Life,Medical,Premium,Yes,0
CLM005108,46,117978,18.3,97041,0,31,11471,17,1,17,Clean,Health,Medical,Premium,No,1
CLM005109,23,188157,19.3,274639,3,27,3419,14,1,22,Minor,Life,Medical,Premium,Yes,1
CLM005110,28,221621,15.2,35495,0,53,22814,5,1,25,Clean,Health,Damage,Standard,Yes,1
CLM005111,45,174287,5.0,124744,1,20,41626,7,2,16,Clean,Health,Accident,Premium,Yes,0
CLM005112,31,57042,2.6,258804,1,14,630,1,1,20,Clean,Vehicle,Accident,Standard,Yes,1
CLM005113,77,180360,10.5,110430,1,58,22447,19,3,27,Minor,Health,Damage,Standard,Yes,1
CLM005114,37,133888,0.9,91112,1,22,38186,3,0,30,Minor,Life,Loss,Premium,Yes,0
CLM005115,67,104504,7.9,264910,1,31,15130,9,2,3,Minor,Health,Theft,Standard,Yes,1
CLM005116,28,176917,6.8,96607,3,54,39050,1,3,25,Clean,Life,Damage,Basic,Yes,1
CLM005117,59,245243,5.9,18216,0,54,17269,16,1,22,Minor,Travel,Loss,Standard,No,0
CLM005118,74,195414,3.2,79606,0,41,2624,0,1,16,Clean,Property,Damage,Basic,Yes,0
CLM005119,19,83794,16.0,225878,1,10,3850,11,1,16,Clean,Life,Damage,Basic,Yes,1
CLM005120,68,97518,0.5,43522,1,27,47258,3,0,24,Clean,Health,Loss,Basic,Yes,1
CLM005121,58,241390,1.7,35104,0,6,999,9,4,21,Minor,Travel,Damage,Basic,Yes,1
CLM005122,53,87121,14.4,70475,0,41,8468,15,0,4,Clean,Vehicle,Accident,Premium,Yes,0
CLM005123,32,248914,15.3,181657,2,25,38125,10,1,4,Clean,Property,Damage,Standard,Yes,0
CLM005124,38,196177,5.3,91834,2,55,33228,13,0,16,Minor,Property,Medical,Standard,Yes,1
CLM005125,18,216665,2.0,20129,3,29,9809,11,0,20,Clean,Life,Damage,Basic,Yes,0
CLM005126,35,216756,11.5,165939,2,55,37163,17,0,27,Clean,Health,Damage,Premium,Yes,1
CLM005127,76,237513,18.5,296101,2,59,32094,5,0,29,Clean,Travel,Damage,Basic,No,1
CLM005128,28,83056,13.7,124127,1,39,14461,15,0,14,Clean,Health,Theft,Standard,Yes,0
CLM005129,74,133200,0.7,273395,1,29,44524,12,1,5,Clean,Property,Medical,Basic,Yes,1
CLM005130,28,33780,6.4,275935,2,9,49445,15,2,5,Clean,Property,Loss,Standard,No,1
CLM005131,77,155679,18.7,182684,2,17,34360,19,0,25,Minor,Travel,Loss,Standard,Yes,1
CLM005132,75,168095,2.5,70782,1,47,47061,17,0,10,Clean,Life,Accident,Premium,Yes,0
CLM005133,52,191467,5.5,185167,1,49,21308,14,1,26,Clean,Property,Loss,Premium,Yes,1
CLM005134,67,47037,14.6,263851,1,24,18325,16,1,3,Clean,Vehicle,Accident,Standard,No,1
CLM005135,22,239993,1.4,194228,0,59,16470,7,1,13,Minor,Health,Damage,Premium,Yes,1
CLM005136,70,26613,6.7,290673,0,0,37066,7,0,1,Clean,Vehicle,Accident,Premium,Yes,0
CLM005137,63,108405,13.9,18294,2,32,47670,6,1,19,Minor,Vehicle,Loss,Standard,No,1
CLM005138,37,77486,14.6,19521,0,23,21490,11,1,20,Clean,Travel,Damage,Standard,Yes,0
CLM005139,60,19099,16.6,69133,0,58,46453,18,1,23,Clean,Vehicle,Loss,Basic,Yes,1
CLM005140,21,123231,14.5,87726,0,37,40926,10,2,13,Clean,Health,Loss,Basic,Yes,0
CLM005141,22,91819,9.4,134621,1,8,13148,6,0,9,Minor,Travel,Loss,Standard,No,1
CLM005142,61,69927,8.9,42554,0,11,31584,8,1,2,Clean,Vehicle,Accident,Standard,Yes,0
CLM005143,51,97508,15.6,45027,2,56,15478,14,1,2,Clean,Travel,Theft,Premium,Yes,0
CLM005144,57,87149,11.1,130878,1,54,25400,5,2,16,Minor,Travel,Damage,Standard,Yes,0
CLM005145,48,75602,6.6,231574,1,43,48711,2,1,3,Clean,Property,Accident,Basic,Yes,1
CLM005146,78,51614,7.4,7209,0,50,45503,3,0,12,Clean,Life,Damage,Premium,Yes,0
CLM005147,52,175574,10.8,298676,3,54,25081,15,3,1,Clean,Life,Accident,Standard,No,1
CLM005148,59,52394,10.8,136987,3,46,14627,7,1,8,Clean,Property,Loss,Basic,Yes,1
CLM005149,51,137607,14.2,151233,0,16,41787,13,0,7,Clean,Health,Accident,Premium,Yes,0
CLM005150,21,138829,12.8,159317,2,44,4452,12,0,9,Clean,Health,Accident,Premium,No,1
CLM005151,78,90292,18.0,74010,0,31,10042,14,0,23,Frequent,Health,Accident,Basic,Yes,0
CLM005152,58,207202,2.8,297714,0,53,24804,3,1,2,Clean,Health,Medical,Basic,No,1
CLM005153,53,235959,14.4,165413,1,18,27729,5,0,24,Minor,Travel,Damage,Standard,Yes,1
CLM005154,62,119737,9.4,259691,0,44,16935,5,2,18,Frequent,Travel,Accident,Basic,Yes,0
CLM005155,62,101730,5.3,289475,1,17,7262,12,0,28,Minor,Life,Damage,Basic,Yes,0
CLM005156,19,70140,3.3,236016,1,5,42853,4,0,13,Clean,Travel,Theft,Basic,No,0
CLM005157,36,223520,5.6,93448,1,10,23681,8,1,2,Clean,Travel,Accident,Standard,Yes,1
CLM005158,77,158085,0.3,31969,2,3,49175,17,2,14,Clean,Life,Theft,Standard,Yes,0
CLM005159,74,114645,7.5,97364,4,2,30224,15,1,13,Minor,Vehicle,Medical,Standard,Yes,0
CLM005160,44,28170,17.7,69196,1,38,10128,4,0,10,Clean,Health,Damage,Basic,Yes,0
CLM005161,52,167969,8.2,12108,5,6,12667,13,0,25,Clean,Property,Loss,Standard,Yes,0
CLM005162,18,158835,7.0,205343,2,48,45626,9,2,26,Minor,Life,Medical,Premium,Yes,1
CLM005163,49,33845,15.8,67862,1,41,24145,2,0,9,Clean,Vehicle,Theft,Premium,No,1
CLM005164,44,115495,19.5,29738,2,37,43212,2,3,0,Minor,Health,Accident,Basic,Yes,1
CLM005165,41,112028,3.8,252931,1,29,28026,15,0,15,Clean,Life,Loss,Standard,No,1
CLM005166,34,133149,3.7,50617,0,30,5481,12,2,10,Minor,Life,Theft,Basic,Yes,1
CLM005167,74,69633,1.3,131453,2,3,13336,7,2,22,Minor,Life,Medical,Basic,Yes,1
CLM005168,34,190731,14.4,154427,0,17,19241,10,2,22,Clean,Health,Loss,Basic,Yes,1
CLM005169,60,17660,13.6,239462,2,6,33787,19,0,16,Minor,Health,Medical,Standard,Yes,1
CLM005170,45,214972,8.3,109235,0,48,25434,8,0,13,Clean,Property,Damage,Standard,Yes,0
CLM005171,47,140427,17.5,109095,1,45,20856,4,0,1,Clean,Health,Damage,Standard,Yes,0
CLM005172,72,34963,18.4,242752,1,27,48611,18,2,16,Minor,Health,Loss,Standard,Yes,1
CLM005173,68,233295,11.5,234405,2,45,28261,18,0,1,Clean,Vehicle,Damage,Basic,Yes,1
CLM005174,72,215375,2.5,271667,1,33,32590,13,1,8,Clean,Health,Accident,Standard,Yes,1
CLM005175,74,40096,8.8,298983,1,20,44086,10,3,0,Clean,Property,Damage,Standard,Yes,1
CLM005176,75,91457,8.4,102685,2,40,37600,11,1,0,Clean,Travel,Theft,Basic,Yes,0
CLM005177,64,60415,18.3,247479,1,33,24582,13,1,17,Clean,Health,Damage,Standard,Yes,1
CLM005178,42,171055,16.1,199953,0,38,37635,3,0,4,Clean,Travel,Accident,Basic,Yes,1
CLM005179,49,233593,1.1,81443,1,12,47498,10,1,9,Clean,Travel,Accident,Standard,No,0
CLM005180,78,74282,12.4,111219,1,8,25449,11,0,27,Clean,Travel,Medical,Premium,Yes,0
CLM005181,73,229482,4.6,226982,0,1,48163,16,0,10,Clean,Health,Damage,Standard,Yes,1
CLM005182,71,148421,1.1,85821,0,55,6858,13,0,9,Clean,Health,Damage,Basic,Yes,0
CLM005183,73,150640,6.7,200149,1,54,25065,2,2,9,Minor,Health,Damage,Basic,Yes,1
CLM005184,19,77593,12.1,263368,1,10,4241,13,1,4,Clean,Life,Damage,Basic,Yes,1
CLM005185,45,180618,11.5,93589,0,53,29049,5,0,19,Minor,Health,Medical,Standard,No,1
CLM005186,41,40284,12.2,83865,1,5,2520,16,1,18,Minor,Property,Loss,Standard,Yes,0
CLM005187,31,100139,19.4,204330,1,59,34436,17,0,27,Clean,Travel,Theft,Basic,Yes,1
CLM005188,20,136392,12.0,99110,1,47,40456,10,2,12,Minor,Life,Accident,Standard,No,1
CLM005189,73,171931,17.4,143140,1,46,26435,4,0,5,Clean,Travel,Medical,Standard,Yes,1
CLM005190,24,225060,8.0,299154,1,17,44794,6,0,27,Clean,Health,Theft,Standard,Yes,1
CLM005191,59,24292,5.8,97565,2,50,10248,17,2,3,Minor,Health,Medical,Standard,No,1
CLM005192,39,161901,1.2,243211,1,48,18205,1,3,24,Clean,Health,Theft,Basic,Yes,0
CLM005193,68,24942,8.7,268991,0,57,13569,17,1,15,Frequent,Property,Theft,Basic,Yes,1
CLM005194,52,43985,10.5,41722,2,24,1927,12,0,27,Minor,Health,Loss,Standard,Yes,1
CLM005195,78,212007,1.8,3483,2,12,35328,9,1,26,Clean,Health,Damage,Premium,Yes,0
CLM005196,78,217259,12.8,43581,1,31,37491,0,2,8,Frequent,Vehicle,Medical,Standard,Yes,1
CLM005197,18,59492,14.7,73025,0,59,39726,2,3,24,Clean,Property,Accident,Basic,No,1
CLM005198,42,247460,13.7,29835,2,55,48638,11,2,29,Clean,Travel,Medical,Premium,Yes,1
CLM005199,39,213878,4.0,211469,1,25,41370,18,1,25,Minor,Life,Damage,Premium,Yes,1
CLM005200,73,141299,11.4,171622,5,5,48867,9,1,27,Frequent,Health,Loss,Standard,Yes,1
CLM005201,69,132289,14.6,145979,1,27,26430,11,1,7,Minor,Vehicle,Theft,Standard,Yes,1
CLM005202,42,26267,9.0,112716,2,27,36892,2,0,5,Clean,Travel,Damage,Standard,Yes,1
CLM005203,74,205873,3.0,117684,0,1,37019,15,1,25,Clean,Health,Theft,Premium,Yes,0
CLM005204,34,151345,15.8,248588,0,21,49460,7,2,21,Clean,Health,Loss,Basic,Yes,1
CLM005205,34,17464,18.3,91243,0,47,38374,16,1,23,Frequent,Vehicle,Loss,Basic,Yes,0
CLM005206,37,147568,2.8,129059,1,14,12700,9,0,3,Minor,Health,Loss,Basic,Yes,1
CLM005207,43,242216,15.3,265741,2,31,48457,7,3,6,Clean,Vehicle,Medical,Standard,Yes,1
CLM005208,25,164309,6.7,275819,1,9,34200,14,4,4,Minor,Health,Loss,Standard,No,1
CLM005209,70,179070,5.5,136765,2,36,43149,10,1,17,Frequent,Vehicle,Loss,Standard,Yes,0
CLM005210,74,36015,17.8,283442,3,51,40371,9,1,2,Clean,Travel,Medical,Basic,Yes,1
CLM005211,26,15635,6.1,193285,1,40,31437,12,1,22,Clean,Life,Medical,Standard,Yes,1
CLM005212,44,31081,2.8,62242,1,6,39432,5,1,2,Clean,Life,Theft,Premium,Yes,0
CLM005213,49,73721,13.1,242002,4,57,32449,14,2,5,Frequent,Vehicle,Loss,Premium,No,1
CLM005214,34,60470,18.1,229357,0,25,14378,19,2,23,Clean,Property,Damage,Standard,Yes,1
CLM005215,79,86688,16.9,53001,1,48,24758,6,2,24,Minor,Life,Accident,Basic,No,0
CLM005216,77,223032,13.3,214933,1,50,36280,5,1,29,Clean,Travel,Accident,Basic,No,1
CLM005217,24,201529,6.5,218025,2,30,3540,18,0,20,Minor,Property,Theft,Premium,Yes,1
CLM005218,76,175847,16.1,123207,1,21,43522,16,0,16,Minor,Vehicle,Damage,Premium,No,0
CLM005219,24,232955,10.8,40063,1,49,30573,14,0,0,Clean,Vehicle,Damage,Basic,No,0
CLM005220,65,53477,4.6,174436,0,54,22889,4,1,20,Minor,Vehicle,Loss,Basic,Yes,1
CLM005221,59,47430,16.1,290952,2,33,16459,5,2,2,Clean,Travel,Damage,Standard,Yes,1
CLM005222,35,186688,16.7,126890,3,14,45997,18,0,5,Minor,Life,Accident,Premium,No,0
CLM005223,60,137778,10.6,98356,4,51,35043,9,0,0,Clean,Travel,Accident,Basic,Yes,0
CLM005224,44,32482,4.7,144321,0,57,36401,19,3,5,Frequent,Vehicle,Damage,Premium,Yes,1
CLM005225,22,84500,17.9,142127,1,22,34058,0,2,6,Clean,Life,Loss,Standard,Yes,1
CLM005226,58,189277,17.9,110375,1,17,36803,0,1,3,Clean,Life,Accident,Standard,Yes,1
CLM005227,73,135346,16.7,88476,3,52,30334,6,0,19,Minor,Travel,Medical,Standard,No,1
CLM005228,74,41429,4.6,297493,0,48,39381,5,3,4,Clean,Life,Loss,Standard,Yes,1
CLM005229,21,206038,2.4,194683,3,18,9371,0,1,28,Frequent,Health,Damage,Basic,Yes,0
CLM005230,64,215936,18.0,161751,1,20,44239,9,2,5,Clean,Life,Medical,Basic,Yes,1
CLM005231,19,203671,19.1,214041,1,13,19382,10,1,29,Clean,Life,Loss,Basic,No,1
CLM005232,28,75749,19.6,210804,0,37,17676,4,1,20,Frequent,Property,Loss,Basic,Yes,0
CLM005233,44,30581,3.3,160723,3,48,23823,4,0,30,Frequent,Vehicle,Damage,Standard,Yes,1
CLM005234,68,163621,3.6,48995,1,7,45574,7,0,24,Clean,Property,Loss,Basic,Yes,0
CLM005235,65,150687,16.8,153671,1,17,27361,3,0,11,Clean,Health,Medical,Basic,Yes,0
CLM005236,30,27475,0.8,3300,2,2,6396,1,0,13,Minor,Vehicle,Damage,Premium,Yes,0
CLM005237,56,134423,4.3,153332,1,16,18545,11,4,21,Clean,Travel,Theft,Basic,Yes,0
CLM005238,37,244394,19.3,16185,0,34,44546,14,2,22,Clean,Vehicle,Accident,Standard,No,0
CLM005239,19,163286,3.8,289940,0,44,2190,1,1,0,Clean,Health,Theft,Basic,Yes,1
CLM005240,44,184659,1.9,289192,1,14,43226,3,1,0,Minor,Travel,Medical,Standard,Yes,1
CLM005241,29,133778,9.0,120656,3,23,22676,3,0,21,Clean,Travel,Accident,Premium,Yes,1
CLM005242,57,220571,10.7,94750,2,6,47045,11,0,26,Frequent,Property,Accident,Standard,Yes,0
CLM005243,48,146628,17.6,6272,0,24,29148,17,2,8,Clean,Health,Accident,Basic,Yes,0
CLM005244,37,237452,6.7,255687,0,5,44572,4,2,10,Minor,Health,Loss,Standard,Yes,1
CLM005245,49,40696,5.7,233540,3,40,14752,11,0,25,Clean,Life,Loss,Basic,Yes,1
CLM005246,42,173066,14.5,150226,0,20,775,18,1,11,Clean,Travel,Loss,Standard,Yes,0
CLM005247,25,132391,14.7,121914,3,35,41402,9,2,17,Clean,Travel,Damage,Standard,No,1
CLM005248,29,75770,18.2,107668,1,30,3617,9,1,10,Clean,Health,Theft,Standard,No,0
CLM005249,45,50368,9.1,77994,1,53,28278,16,0,23,Minor,Travel,Medical,Premium,No,1
CLM005250,77,23813,3.2,115655,0,27,49101,0,1,11,Minor,Vehicle,Medical,Standard,Yes,1
CLM005251,58,164229,1.9,193164,3,6,30925,9,1,24,Frequent,Vehicle,Damage,Standard,Yes,1
CLM005252,22,107074,11.5,65213,4,31,36853,3,2,20,Minor,Vehicle,Loss,Basic,No,1
CLM005253,70,129872,1.9,211085,1,8,2133,12,3,18,Clean,Property,Damage,Basic,Yes,0
CLM005254,53,66984,10.7,121473,2,37,10870,19,1,2,Minor,Property,Medical,Basic,Yes,1
CLM005255,29,39219,0.2,102983,0,27,43569,17,1,23,Frequent,Travel,Loss,Standard,Yes,0
CLM005256,51,162289,12.7,286364,1,35,7133,4,0,18,Clean,Health,Loss,Standard,Yes,1
CLM005257,18,148296,16.8,298485,2,33,41989,6,3,19,Clean,Health,Theft,Basic,No,1
CLM005258,55,170080,2.1,90942,1,8,8947,18,0,11,Frequent,Life,Accident,Standard,Yes,1
CLM005259,78,34331,17.0,170118,0,37,31830,13,0,13,Minor,Vehicle,Medical,Basic,Yes,1
CLM005260,22,114838,11.7,119269,2,34,33024,18,1,22,Clean,Vehicle,Accident,Standard,Yes,1
CLM005261,75,188044,18.4,42642,2,40,17342,15,0,11,Clean,Life,Accident,Premium,Yes,1
CLM005262,55,78355,11.4,121756,3,34,23168,10,1,21,Clean,Vehicle,Loss,Standard,Yes,1
CLM005263,47,137660,1.6,234379,0,33,30434,3,0,11,Clean,Property,Damage,Standard,Yes,1
CLM005264,49,62165,9.7,39670,1,33,19570,15,0,28,Clean,Vehicle,Accident,Premium,No,1
CLM005265,54,121338,1.5,218592,2,1,35882,7,0,21,Minor,Life,Accident,Premium,Yes,0
CLM005266,77,222217,19.5,51176,2,51,38142,10,2,27,Clean,Life,Medical,Standard,Yes,1
CLM005267,66,90574,5.3,36960,2,36,41293,14,1,4,Minor,Property,Theft,Basic,Yes,1
CLM005268,46,101905,6.4,8940,4,29,43112,9,0,15,Clean,Travel,Accident,Basic,Yes,1
CLM005269,72,123426,18.6,47989,1,47,779,11,2,21,Clean,Life,Damage,Basic,No,1
CLM005270,28,191874,18.6,99450,0,41,48311,9,0,12,Clean,Health,Theft,Standard,Yes,1
CLM005271,66,85624,16.7,139053,0,42,31840,8,0,11,Clean,Travel,Loss,Standard,Yes,0
CLM005272,39,123746,16.7,207867,0,0,31921,8,2,20,Clean,Life,Accident,Basic,Yes,0
CLM005273,61,65084,18.8,29851,2,18,20678,18,3,4,Clean,Life,Theft,Standard,Yes,0
CLM005274,57,248943,8.5,99851,1,15,47818,8,0,5,Frequent,Property,Accident,Premium,Yes,0
